text,date,user,sentiment,query,true_label,predicted_label,confidence,is_correct,true_label_name,predicted_label_name
last night was fun going out to hang with the friends days left of school,Sun May 31 14:35:15 PDT 2009,iJujuBaba,2,NO_QUERY,2,2,0.7149328,1,positive,positive
quotfinally dont allow any mobile device beyond your bedroom doorquot hahahahahaha der har jeg visst syndet massivt,Mon Jun 15 11:28:16 PDT 2009,hammershaug,2,NO_QUERY,2,2,0.615303,1,positive,positive
hey how are you i gotta go to the vet soonshe isnt doing very good i gotta get my dogs vaccinated x,Mon Jun 15 21:43:01 PDT 2009,aussiemcflyfan,0,NO_QUERY,0,0,0.6494119,1,negative,negative
whats going on,Sun Apr 19 01:59:53 PDT 2009,luciacardozo,0,NO_QUERY,0,0,0.58246636,1,negative,negative
thanks am trying keeping my chin up ouch,Mon May 04 03:33:16 PDT 2009,lunarnart,2,NO_QUERY,2,2,0.603497,1,positive,positive
you can never go wrong with ramen noodles,Mon Jun 01 21:27:25 PDT 2009,natnizzy,2,NO_QUERY,2,2,0.85687375,1,positive,positive
the entire back half of my body is scorched thats what i get for falling asleep on the beach,Thu Jun 18 15:14:24 PDT 2009,fixiepixie,0,NO_QUERY,0,0,0.8803918,1,negative,negative
i like ur new dp,Sat May 30 05:03:49 PDT 2009,miss_ying,2,NO_QUERY,2,2,0.8172218,1,positive,positive
project natal monkey island mario galaxy and now perfect dark on xbla a cracking e pity im too busy to play any of these games,Wed Jun 03 02:59:58 PDT 2009,britesparc,0,NO_QUERY,0,0,0.85120827,1,negative,negative
yes yes i am,Sun Jun 07 18:03:13 PDT 2009,stolen_valkyrie,2,NO_QUERY,2,2,0.8608525,1,positive,positive
i put on my happy face tonitealthough i couldnt help but feel my heart break,Tue Jun 02 00:42:32 PDT 2009,SHRMYWRLD,0,NO_QUERY,0,0,0.8645672,1,negative,negative
days to go,Tue Jun 02 03:41:48 PDT 2009,badwulfstudio,2,NO_QUERY,2,2,0.55564994,1,positive,positive
i am feeling glad that my camera will take mmmmmm filters depending on what i want to do,Sun May 31 17:34:17 PDT 2009,MadameX1968,2,NO_QUERY,2,2,0.87585133,1,positive,positive
its black but its a guy driving so def not,Sat Jun 20 08:45:38 PDT 2009,natalietejeda,0,NO_QUERY,0,0,0.75566244,1,negative,negative
your a fucking life saver and promotion practice,Mon Jun 15 08:31:10 PDT 2009,XScarlettMarieX,2,NO_QUERY,2,2,0.83265835,1,positive,positive
youre wlecome bb,Wed Jun 03 09:20:45 PDT 2009,c_mia,2,NO_QUERY,2,2,0.80702144,1,positive,positive
i want my long hair back,Sun May 17 10:31:59 PDT 2009,irene_choi,0,NO_QUERY,0,0,0.8638522,1,negative,negative
i hate sundaysthey are followed by monday,Sun May 17 11:26:01 PDT 2009,jmaclean,0,NO_QUERY,0,0,0.895252,1,negative,negative
hollie steel well done that was brilliant and she kept hold of her nerves,Sat May 30 11:32:24 PDT 2009,2cajuman2,2,NO_QUERY,2,2,0.8994634,1,positive,positive
tonight beer barca less work and more play at the weekend and hopefully more music wishing pandora worked here,Tue May 26 22:39:58 PDT 2009,manguste7,0,NO_QUERY,0,0,0.75689703,1,negative,negative
i dont think it depends on brand they just die on me like flies,Wed Jun 03 01:57:40 PDT 2009,Rarst,0,NO_QUERY,0,0,0.84891605,1,negative,negative
i miss going to the club in nyc good times,Thu Jun 18 21:30:30 PDT 2009,atvm,0,NO_QUERY,0,0,0.56191105,1,negative,negative
nite you,Mon Apr 06 23:43:31 PDT 2009,ItsDawns,2,NO_QUERY,2,2,0.7874455,1,positive,positive
loled over what,Mon Jun 15 06:21:12 PDT 2009,purplepopple,2,NO_QUERY,2,2,0.8021454,1,positive,positive
its a good day to be a paguyo my cousin just had her first mall show for her collection shes the only reason i know im not adopted,Mon Jun 01 10:48:18 PDT 2009,dorothyxjoy,2,NO_QUERY,2,2,0.6953652,1,positive,positive
crazy d,Sun May 31 01:52:34 PDT 2009,vika_,2,NO_QUERY,2,2,0.7110013,1,positive,positive
lulus put on scottish accent on britains got more talent makes me sad to be scottish just coz falconers there dont play up your accent,Fri May 29 14:50:49 PDT 2009,KayleighHouston,0,NO_QUERY,0,0,0.8876089,1,negative,negative
tidur lagi youre lucky you dont have school tmrw,Sun Jun 07 09:05:49 PDT 2009,beebeebuthainah,0,NO_QUERY,0,0,0.64882946,1,negative,negative
just an fyi for everyone i cant read dms on my phone,Fri Jun 19 11:51:08 PDT 2009,CartoonBeardy,0,NO_QUERY,0,0,0.8704449,1,negative,negative
english test tomorrow yuck,Sun May 10 04:55:42 PDT 2009,Sofiai8,0,NO_QUERY,0,0,0.5864865,1,negative,negative
ilymore babe i thought bout you and how you walked from riverwood to my job just for me two yrs ago ahhh come home asap,Fri Jun 05 12:24:21 PDT 2009,meezieme,2,NO_QUERY,2,2,0.6275891,1,positive,positive
norway i think i liked mr violin the best,Sun May 17 04:56:54 PDT 2009,msmaryclaire,2,NO_QUERY,2,2,0.89109576,1,positive,positive
yo said her grace before her appetizer aaaand her entre i barely said it once i felt like such a sinner,Sat Jun 20 20:47:27 PDT 2009,ihavesuperpower,0,NO_QUERY,0,0,0.55688614,1,negative,negative
currently trying to clean the whole house finish homework and cook dinner before my granny gets home happy mothers day,Sun May 10 10:04:31 PDT 2009,calliecomrie,2,NO_QUERY,2,2,0.78802013,1,positive,positive
craziness i need some consistent sun,Fri Jun 19 17:36:33 PDT 2009,shesapeach,0,NO_QUERY,0,0,0.7392624,1,negative,negative
i think i miht walk over to macs to get a froster mmmmm yea i think i might di that,Sat May 30 18:22:21 PDT 2009,egdirgomhcirsXe,2,NO_QUERY,2,2,0.6926636,1,positive,positive
evil seductress now that doesnt sound compliment to me,Thu May 14 04:42:11 PDT 2009,sinfulsignorita,0,NO_QUERY,0,0,0.5838725,1,negative,negative
but there isnt a devil on my shoulder,Sat May 30 04:22:43 PDT 2009,staceyO_o,0,NO_QUERY,0,0,0.8442361,1,negative,negative
morning all decision on what to do made for me by the peeing rain in sheffield stay in bed it is then,Sun May 03 01:56:16 PDT 2009,Dizzydalek,2,NO_QUERY,2,2,0.6419807,1,positive,positive
inspired by your garden we planted lots of multicoloured carrots due to slugs amp weather only about seedlings remain,Mon May 18 02:38:39 PDT 2009,fjordaan,0,NO_QUERY,0,0,0.7834834,1,negative,negative
il tell you later it was only fun for the officers i was miserable,Sat May 30 14:55:23 PDT 2009,lauqhinqlaura,0,NO_QUERY,0,0,0.89822936,1,negative,negative
mannnnnn u got midterms and shyt tomarrow and u aint studyin,Mon May 04 00:52:38 PDT 2009,Ladiiunique,0,NO_QUERY,0,0,0.74357784,1,negative,negative
clobbered on thehead with quot x ouch no good may need stiches stupidaccident,Fri Jun 19 12:33:26 PDT 2009,davidt_50,0,NO_QUERY,0,0,0.6826724,1,negative,negative
before doing something good slooowly count to,Tue Jun 16 01:52:39 PDT 2009,Arlyonka,2,NO_QUERY,2,2,0.85732484,1,positive,positive
bored bored bored someone entertain me pleaseee,Sat Jun 20 06:30:26 PDT 2009,luvsrachel,0,NO_QUERY,0,0,0.5566846,1,negative,negative
i know,Fri Jun 19 14:17:05 PDT 2009,taishan88,0,NO_QUERY,0,0,0.7775399,1,negative,negative
just waiting to get picked up at the train station by my bro and then off to the gym cant believe i bumped someone last night,Fri May 29 10:43:28 PDT 2009,ssizer,0,NO_QUERY,0,0,0.55229944,1,negative,negative
just took an exceptionally hard physics test fb,Thu Jun 18 08:05:58 PDT 2009,charicelim,0,NO_QUERY,0,0,0.7250532,1,negative,negative
kinda like that eerie feeling that someones following you hahacouldnt resist,Mon Jun 01 20:30:58 PDT 2009,kelliekano,2,NO_QUERY,2,2,0.5822746,1,positive,positive
just the phone part my mother will not leave me alone about the boy part,Sat May 16 22:58:48 PDT 2009,starprincesss,0,NO_QUERY,0,0,0.70934254,1,negative,negative
oh i c well im glad u that u still can b friends,Sun May 17 03:36:23 PDT 2009,chowayu,2,NO_QUERY,2,2,0.83365995,1,positive,positive
the stopped serving breakfast min early burger sliders for breakfast yes really,Mon Jun 15 10:07:45 PDT 2009,djenferno,0,NO_QUERY,0,0,0.5924215,1,negative,negative
i dont know why the dude just rubs me the wrong way,Fri Jun 19 21:34:28 PDT 2009,tthomasaz,0,NO_QUERY,0,0,0.80630565,1,negative,negative
cant wait till summer but im going to miss all my friends even my boyfriend but oh well i can tex him lol,Sat May 30 06:35:45 PDT 2009,iluvsoccer12,0,NO_QUERY,0,0,0.763558,1,negative,negative
nice too bad that i cant even see the preview to your show because of i am in norway,Sat Jun 20 09:47:44 PDT 2009,UdeAaSykle,0,NO_QUERY,0,0,0.89393497,1,negative,negative
damn did u sleep in again u amp jon must have danced ur fine asses off ow did u get my message on myspace have a good one,Fri May 22 03:37:50 PDT 2009,Nautinkotbkitty,2,NO_QUERY,2,2,0.8110233,1,positive,positive
oh man i would love to i dont think i have the money lmao come to pittsburgh for a day or two i miss you guys so much,Fri Jun 19 17:10:56 PDT 2009,jackbarakat,0,NO_QUERY,0,0,0.89996606,1,negative,negative
when i was in chico ca home of yoyo national tournament i bought a yoyo w spinning lights it so cool i can make yoyo sleep,Mon Jun 15 19:38:36 PDT 2009,mojustice,2,NO_QUERY,2,2,0.892789,1,positive,positive
and so i go to bed full of happy and slightly disturbing web surfing memories goodnight internets for i must awaken at am for work,Fri May 29 20:22:35 PDT 2009,wandering_geek,0,NO_QUERY,0,0,0.68607193,1,negative,negative
is having drinks with his friends for the last night at home,Fri May 29 20:13:12 PDT 2009,justindriscol,0,NO_QUERY,0,0,0.5922352,1,negative,negative
but its fun when they blatantly ignore the advice,Mon May 04 00:57:54 PDT 2009,Intruth,2,NO_QUERY,2,2,0.7399126,1,positive,positive
home from work we went amp had mexican food i brought my leftovers home for lunch tomorrow amp dropped them on the floor,Mon Jun 15 17:57:46 PDT 2009,cookinsforme,0,NO_QUERY,0,0,0.63266844,1,negative,negative
aw haha its ok i was wondering where it had got but i thought it was just the post lol ta pics from last night on facebk,Sat May 02 03:11:35 PDT 2009,fruitdance,2,NO_QUERY,2,2,0.5704698,1,positive,positive
congrats but u need to go to sleep hug dont overwork urselfur a busy mom gotta takecare n b good to urself too,Mon Jun 15 05:59:08 PDT 2009,pompom0205,2,NO_QUERY,2,2,0.6127476,1,positive,positive
is cringing bc this exam is one of the toughest weve seeni feel bad for the kiddies,Thu Jun 18 10:13:51 PDT 2009,sunnylu1023,0,NO_QUERY,0,0,0.87128717,1,negative,negative
more revision today,Sun May 03 01:54:49 PDT 2009,FCDaniel,0,NO_QUERY,0,0,0.70389014,1,negative,negative
wont you see the video,Tue Jun 23 14:16:02 PDT 2009,brendafreitas,0,NO_QUERY,0,0,0.84390837,1,negative,negative
yes i was still sleep and i only like days off when i dont have cramps lol,Tue Jun 16 12:17:03 PDT 2009,GuttaButta,0,NO_QUERY,0,0,0.61867195,1,negative,negative
anyone want to quotclarify with examples the difference in implementation of two aspects of cssquot go onnn,Mon May 18 01:33:07 PDT 2009,xfishwormx,2,NO_QUERY,2,2,0.89096487,1,positive,positive
haha woke up to tv advert for lottery i funked it was sunday yehar a whole day for free had haircut now i miss it green snakes,Sat Jun 06 03:44:01 PDT 2009,EmjayRobo,0,NO_QUERY,0,0,0.6029093,1,negative,negative
goin to me mums in alicante for days nice little break b uni starts again,Mon Jun 01 05:52:27 PDT 2009,blunderbuss2,2,NO_QUERY,2,2,0.69601876,1,positive,positive
you equals fag have fun studying upstairs,Tue Jun 02 19:13:31 PDT 2009,mollynash,2,NO_QUERY,2,2,0.8440097,1,positive,positive
too bad u dont know how to do anything team fill in the blank,Fri Jun 05 11:57:53 PDT 2009,CoachTovar,0,NO_QUERY,0,0,0.8843477,1,negative,negative
nyc here we come,Tue Jun 02 19:51:46 PDT 2009,Vicki_McGuire,2,NO_QUERY,2,2,0.8692672,1,positive,positive
heading to school,Mon Jun 01 03:50:34 PDT 2009,RS_StarGazer,0,NO_QUERY,0,0,0.5979987,1,negative,negative
off to martins apt in about an hour then off again last day of the con starts and then work,Sun May 31 07:21:32 PDT 2009,loris_z,0,NO_QUERY,0,0,0.65538263,1,negative,negative
spending the morning with the most handsome manso what that he neighs and weighs lbs,Sun May 10 07:03:40 PDT 2009,fittobeeyed,2,NO_QUERY,2,2,0.84097147,1,positive,positive
feeling almost human this morning how rare there are banks of cloud rolling overhead but in the dips the sun shines a little brighter,Thu May 14 01:16:35 PDT 2009,kobinaceous,2,NO_QUERY,2,2,0.7011084,1,positive,positive
bonding bonding bonding bonding with cousins,Sat May 30 21:59:28 PDT 2009,thisbtchVLSP,2,NO_QUERY,2,2,0.8929014,1,positive,positive
back to work tomorrow,Sun May 31 09:52:24 PDT 2009,pwofford1978,0,NO_QUERY,0,0,0.89218575,1,negative,negative
cool i come from austria thats a country in europe near germany,Sun May 17 07:27:36 PDT 2009,ChrisRene,2,NO_QUERY,2,2,0.880628,1,positive,positive
long weekends means custom orders let me know what youd like,Fri May 29 20:31:31 PDT 2009,gwen_messen,2,NO_QUERY,2,2,0.81589913,1,positive,positive
is out to bed now the quotboringnessquot day has gotten to me,Tue Jun 16 19:40:46 PDT 2009,MissFey,0,NO_QUERY,0,0,0.54073524,1,negative,negative
leaving tomorrow,Fri May 29 02:42:43 PDT 2009,Misao08,0,NO_QUERY,0,0,0.88155085,1,negative,negative
if there is wi fi signal at coles ill be able to twitter from work,Mon Apr 20 04:23:57 PDT 2009,dazuleh,2,NO_QUERY,2,2,0.67521644,1,positive,positive
but you did say quotknowledgeablequot which calls your judgment into serious question,Sat May 30 01:49:17 PDT 2009,1WineDude,2,NO_QUERY,2,2,0.74284154,1,positive,positive
i asked her to be my consultant but she doesnt want to do it but she recommended me someone,Mon May 18 06:14:50 PDT 2009,beerkaki,0,NO_QUERY,0,0,0.8505758,1,negative,negative
none of mine do,Sat Jun 06 06:21:14 PDT 2009,megsly07,0,NO_QUERY,0,0,0.758404,1,negative,negative
its sunday so its fun day,Sun May 03 04:43:07 PDT 2009,sophie111293,2,NO_QUERY,2,2,0.81020457,1,positive,positive
cookingg,Sun May 17 11:00:09 PDT 2009,marieAhdez,2,NO_QUERY,2,2,0.80677974,1,positive,positive
just saw new avatar the last airbender teaser trailerthere is no way this will be anything other than tragic sob racefail avatar,Tue Jun 23 14:15:57 PDT 2009,neverwhere,0,NO_QUERY,0,0,0.7898826,1,negative,negative
what r u stressin bout mare,Fri May 29 02:44:30 PDT 2009,iLoVaLiCe,0,NO_QUERY,0,0,0.8194562,1,negative,negative
yaaaay,Tue Jun 16 06:44:42 PDT 2009,booyacakel,2,NO_QUERY,2,2,0.87439054,1,positive,positive
cleaning out foreclosed houses tomorrowgetting paid to sort junk and keep what i want i dare you to try and find a better job,Sun May 31 23:53:30 PDT 2009,photographyae,2,NO_QUERY,2,2,0.55591756,1,positive,positive
fyi guys spoilers are fun and i love them but i honestly dont trust them until i see it on the screen,Mon Jun 01 18:46:41 PDT 2009,GH_Unleashed,2,NO_QUERY,2,2,0.6974824,1,positive,positive
just woke up from a hour nap i think its time to really go to sleep holocaust museum in the morn,Sun May 17 00:05:21 PDT 2009,keeeee_sha,2,NO_QUERY,2,2,0.65117764,1,positive,positive
loser i so would if i was there,Fri Jun 19 18:55:33 PDT 2009,Shavona14,0,NO_QUERY,0,0,0.8410937,1,negative,negative
tremendous weather in pune going back to mumbai heat seems boring,Sun Jun 21 00:15:58 PDT 2009,npandit,0,NO_QUERY,0,0,0.8666096,1,negative,negative
mandatory bbq today due to nice weather,Sun May 31 00:57:24 PDT 2009,richo1973,2,NO_QUERY,2,2,0.526711,1,positive,positive
homee fuck school tomorrow reading and textingg blah,Sun May 10 19:20:44 PDT 2009,Domm_LoveLife,0,NO_QUERY,0,0,0.7939818,1,negative,negative
you need to grow that iphoto map out to japan,Mon Jun 15 16:49:10 PDT 2009,reedsinjapan,2,NO_QUERY,2,2,0.88533866,1,positive,positive
vivica fox was so pretty in this movie before she fcked up her face with all that damn surgery,Sat Jun 06 18:00:19 PDT 2009,lolakissesxo,0,NO_QUERY,0,0,0.7595667,1,negative,negative
done with my english project,Tue May 26 21:37:23 PDT 2009,ShockRock,2,NO_QUERY,2,2,0.897642,1,positive,positive
systems report my academic resource system and utilities requests maintenance,Thu Jun 25 03:27:50 PDT 2009,PelyGrose,0,NO_QUERY,0,0,0.86809826,1,negative,negative
lol im working now anyways,Sun Jun 21 08:44:26 PDT 2009,ksh6379,0,NO_QUERY,0,0,0.68282133,1,negative,negative
im so sorry yes def watch for daves tweets about the tix,Sat May 30 10:32:36 PDT 2009,JennRuss,0,NO_QUERY,0,0,0.79873073,1,negative,negative
wishing it would stay sunny,Thu Jun 18 09:03:46 PDT 2009,Twinzcuties1992,0,NO_QUERY,0,0,0.8843763,1,negative,negative
so a question re your followfriday rec should i follow even if i dont know what a grep is,Fri May 29 19:24:39 PDT 2009,blueholly,2,NO_QUERY,2,2,0.739306,1,positive,positive
lovely weather can see the mountains to the east north and west of beijing even air quality is quotmoderatequot,Mon Jun 01 21:47:33 PDT 2009,onlyoneearth,2,NO_QUERY,2,2,0.83274233,1,positive,positive
im at the pa job back at the bar tomorrow can look at some stuff still working this thing out haha,Wed Jun 03 00:50:18 PDT 2009,TheMustangBar,2,NO_QUERY,2,2,0.7512653,1,positive,positive
salmon tonight yum my tum,Mon Jun 15 19:10:30 PDT 2009,Kathleen,2,NO_QUERY,2,2,0.8967647,1,positive,positive
is off to school hopefully youll all enjoy your day more than me,Sun Jun 14 23:56:08 PDT 2009,Chantellios,2,NO_QUERY,2,2,0.8992728,1,positive,positive
i stepped in dog crap when i went for my walk,Sun Apr 19 03:49:36 PDT 2009,Sian_Rogerson,0,NO_QUERY,0,0,0.76288,1,negative,negative
i went to a party that started at am last night there was kegs and a bomb ass disc jockey i love college good morning twitter nation,Sun Apr 19 10:50:41 PDT 2009,jbry,2,NO_QUERY,2,2,0.87850815,1,positive,positive
sexiest girls pt ltwatup mel ltshe love her a kit kat ltnicee,Fri Jun 05 13:04:34 PDT 2009,babypuss,2,NO_QUERY,2,2,0.8864641,1,positive,positive
the disk is scratched i love my transformers disk who scratched it lol,Mon Jun 01 22:54:15 PDT 2009,JLOYO,0,NO_QUERY,0,0,0.6707345,1,negative,negative
i am a daddys girl so its hard to be away from him,Sat Jun 20 23:30:09 PDT 2009,KristenML84,0,NO_QUERY,0,0,0.89626265,1,negative,negative
loved britneys concert last night esp the slave for u and baby one more time remixes,Sun Jun 07 06:53:22 PDT 2009,GillEBrand,2,NO_QUERY,2,2,0.8490844,1,positive,positive
working add oil,Tue Jun 02 22:25:12 PDT 2009,JeffreyNam,2,NO_QUERY,2,2,0.6549053,1,positive,positive
enjoying a splitting headache while weaning off coffeecaffeine down to one or two cups of green tea a day feel like tetsuo somehow,Mon May 18 03:15:40 PDT 2009,dmclean635,2,NO_QUERY,2,2,0.6960952,1,positive,positive
its tough we use imbills and leave written signouts but its not perfect and jcaho is looking at this now i understand,Wed Jun 24 21:54:23 PDT 2009,dirkstanley,0,NO_QUERY,0,0,0.81481546,1,negative,negative
chillin wassup ma ayo in cali my day just started idk where u r but u have a gud day ya diggg,Mon May 04 07:35:16 PDT 2009,youngnatho,2,NO_QUERY,2,2,0.527106,1,positive,positive
ive been up for too long and its i should be sleeping,Fri May 22 08:34:19 PDT 2009,Izzymyster,0,NO_QUERY,0,0,0.7897632,1,negative,negative
been there it sucks hope you feel better maybe if you kill some murlocs youll feel better,Thu May 14 04:30:16 PDT 2009,RacquelN,0,NO_QUERY,0,0,0.64925253,1,negative,negative
i think im obsessed with peter i dont think its that noticable though lol or maybe it is my mumdads going to carlisle on july d,Mon Jun 15 07:16:50 PDT 2009,niccccolle,0,NO_QUERY,0,0,0.51949894,1,negative,negative
subway seats were obviously not made with bony people sitting for long in mind ouch,Sat May 30 06:20:19 PDT 2009,angelalouison,0,NO_QUERY,0,0,0.8786608,1,negative,negative
the merkat makes me all dizzy,Thu Jun 18 12:44:23 PDT 2009,gameOVERdose,0,NO_QUERY,0,0,0.82954556,1,negative,negative
i change this weekly so check back often this week includes some cast members for top movies just opened please use responsibly,Sat May 30 09:57:50 PDT 2009,yourmovietimes,2,NO_QUERY,2,2,0.8927437,1,positive,positive
know the feeling our girls are causing grief at bedtime too,Wed Jun 17 05:21:13 PDT 2009,mrsjukes,0,NO_QUERY,0,0,0.8937347,1,negative,negative
nooooo im having julez withdrawals but thats fair im otw to mw on myscooter wooot woooot lmao,Wed Jun 17 17:00:55 PDT 2009,IBtres,0,NO_QUERY,0,0,0.6814681,1,negative,negative
is not hungover its truly amazing as i really should be summer rocks,Mon Jun 01 00:06:00 PDT 2009,vikkialexj,2,NO_QUERY,2,2,0.873294,1,positive,positive
oh no dodgy food,Wed Jun 03 02:12:48 PDT 2009,hollowlegs,0,NO_QUERY,0,0,0.8857597,1,negative,negative
bedtime one day left in grove,Fri Jun 19 23:02:55 PDT 2009,moemathia,0,NO_QUERY,0,0,0.69600284,1,negative,negative
my first tweet from palm preso far so goodand i can run pandora in back ground,Sun Jun 07 16:36:10 PDT 2009,RicardoSewell,2,NO_QUERY,2,2,0.87751746,1,positive,positive
i plastered the carpet am covered in paint have a burn on my thumb and stinging nettled knuckles,Mon May 18 02:55:57 PDT 2009,jenius_b,0,NO_QUERY,0,0,0.8769223,1,negative,negative
eating fried chikkn mashed potatoes corn n green beans yummy im stayin home tonight the nightlife really isnt for me anymore,Sat May 30 19:22:21 PDT 2009,youulovemee,0,NO_QUERY,0,0,0.83250076,1,negative,negative
thats why were best friends,Sun Jun 07 09:20:59 PDT 2009,Clizzzaire,2,NO_QUERY,2,2,0.6752874,1,positive,positive
just told the spouse goodby now off to work,Thu May 14 06:32:58 PDT 2009,kristin1990,0,NO_QUERY,0,0,0.6801362,1,negative,negative
ha yeah it is a really weird movie amp his character is creepy but for some reason i still like it lolgo see upsuper funny,Sun May 31 13:23:01 PDT 2009,yasmine730,2,NO_QUERY,2,2,0.8619216,1,positive,positive
im from vietnam,Fri May 22 02:26:48 PDT 2009,violetarchie,2,NO_QUERY,2,2,0.7005387,1,positive,positive
hey whats your email i dont feel the love either souljaboytellem live gt,Sun May 31 13:26:47 PDT 2009,disneygirl92,0,NO_QUERY,0,0,0.60897917,1,negative,negative
im in my free since an hour gtg in but im dead bored biology next fun miley please direct message me i cant message you x,Mon May 18 01:13:03 PDT 2009,theoneandonly_x,0,NO_QUERY,0,0,0.8321591,1,negative,negative
seems like more than one sometimes,Mon Apr 20 00:36:03 PDT 2009,willtompsett,0,NO_QUERY,0,0,0.5372931,1,negative,negative
oh no someone has deleted lost from sky im going to check sky anytime to see if its on there i doubt it though,Mon Jun 01 07:06:30 PDT 2009,ChrisHFilms,0,NO_QUERY,0,0,0.8160846,1,negative,negative
oh o what for a nice breakfast uhh ive forgotten to say good night yesterday uups go on,Mon May 18 03:07:51 PDT 2009,AlishesArzu,2,NO_QUERY,2,2,0.7971045,1,positive,positive
down to at first break i suck,Sat May 30 14:13:50 PDT 2009,argablarg,0,NO_QUERY,0,0,0.8888253,1,negative,negative
time for bed again,Sun May 03 16:59:04 PDT 2009,IanMcGuigan,2,NO_QUERY,2,2,0.58505285,1,positive,positive
back workno not recordingjust retail,Mon Jun 01 07:40:15 PDT 2009,SiahSaySo,0,NO_QUERY,0,0,0.8658242,1,negative,negative
no it takes a few days for the ga board to give us license syou will discover in due time how inefficient the ga board is,Wed Jun 17 08:16:55 PDT 2009,DrGray10,0,NO_QUERY,0,0,0.6131013,1,negative,negative
thanks for adding no befriending no uh oh never mind thanks,Mon May 04 01:32:14 PDT 2009,iconoguy,2,NO_QUERY,2,2,0.89999515,1,positive,positive
week of my beach body work out with billy blanks i slacked off for days,Sat May 30 11:18:18 PDT 2009,l3abyl3o0,0,NO_QUERY,0,0,0.66468006,1,negative,negative
just got excited over spam feeling stupid and obsessive now,Fri Jun 05 12:24:13 PDT 2009,n1tr0u5,0,NO_QUERY,0,0,0.7577361,1,negative,negative
we already bbqd but thx the invite big d,Sun Jun 07 18:32:54 PDT 2009,Questita,2,NO_QUERY,2,2,0.70820224,1,positive,positive
i love you auntie francing take care,Sun Apr 19 01:37:27 PDT 2009,Hoykuneho,2,NO_QUERY,2,2,0.89896786,1,positive,positive
note do not take laptop in bath,Sat Jun 20 06:32:03 PDT 2009,eringrrl,0,NO_QUERY,0,0,0.76304185,1,negative,negative
and god damn will someone please come give me a massage my stupid prom date didnt like he promised he would,Mon Jun 22 20:40:50 PDT 2009,savtwits,0,NO_QUERY,0,0,0.7991019,1,negative,negative
nap time remember day off means day off even though ive gotten two phone calls and one email work related,Mon Jun 01 14:20:23 PDT 2009,Taraj,0,NO_QUERY,0,0,0.698133,1,negative,negative
i hope its not too serious of an injury im worried take a relaxing bath tonite,Mon Jun 01 16:13:13 PDT 2009,925jdub,0,NO_QUERY,0,0,0.7531353,1,negative,negative
i ment that the mcfly thing that was on the trending topics amused me cause i was helping that saty there,Thu May 14 00:06:28 PDT 2009,Beckkkky,2,NO_QUERY,2,2,0.79539907,1,positive,positive
okaaaaaaaaaay sorry for my lack of tweets had a busy weekend anyways getting ready for school till,Sun May 17 22:42:45 PDT 2009,xxjzAnna,0,NO_QUERY,0,0,0.6440315,1,negative,negative
hes a classic isnt he,Tue Jun 16 06:06:26 PDT 2009,snaglepus,2,NO_QUERY,2,2,0.7952317,1,positive,positive
the good news is that i slowly nursed my achilles back to health the bad news is that i may have just broken my ankle,Tue Jun 16 15:34:07 PDT 2009,brianochs,0,NO_QUERY,0,0,0.89232016,1,negative,negative
stop suckin up all the sunshine i want some,Mon Jun 22 10:57:16 PDT 2009,SashaBaby22,0,NO_QUERY,0,0,0.83202183,1,negative,negative
snowbrdng video first time ive been nostalgic for snow since i moved to fl i still have my board in my closet no use in yrs,Mon May 04 07:14:14 PDT 2009,fern_forest,0,NO_QUERY,0,0,0.84743166,1,negative,negative
is currently at work and listeninng to boy hits car which is a nice change,Tue Jun 02 04:55:59 PDT 2009,Monckfish,2,NO_QUERY,2,2,0.72036797,1,positive,positive
so rant all u wantit feels good to let it outbut keep moving forward amp look back every so often to c how far uve come,Sun Jun 07 06:21:12 PDT 2009,thedrumlife,2,NO_QUERY,2,2,0.62063885,1,positive,positive
time to check my grades for the year crosses fingers yesssss a average,Mon Jun 15 12:45:02 PDT 2009,artiste411,2,NO_QUERY,2,2,0.7399282,1,positive,positive
monday again,Mon Jun 15 01:29:46 PDT 2009,Donbonw,0,NO_QUERY,0,0,0.65936416,1,negative,negative
my mommys today,Fri May 22 03:05:46 PDT 2009,Zionamethyst,2,NO_QUERY,2,2,0.60067475,1,positive,positive
stuck in another hour car ride back to msk,Sun May 31 01:04:01 PDT 2009,urbanmuzak,0,NO_QUERY,0,0,0.8434442,1,negative,negative
i havent tweeted in a long time yes i moved i guess you got the memo i love living in the city,Fri Jun 05 18:44:03 PDT 2009,pattiwanex,2,NO_QUERY,2,2,0.7656538,1,positive,positive
my french is the most basic food money greetings no doubt if i tried it on ms hala gorani shed blanch grin,Wed Jun 03 09:05:46 PDT 2009,Starshadow,2,NO_QUERY,2,2,0.89737165,1,positive,positive
ahh the kitty is following me againmy morning is complete,Wed Jun 03 01:58:23 PDT 2009,naomijlea,2,NO_QUERY,2,2,0.7080453,1,positive,positive
another high pollen count day today,Tue Jun 16 01:15:43 PDT 2009,MarcPaulina,0,NO_QUERY,0,0,0.687171,1,negative,negative
is going to spain next month,Mon May 18 04:34:29 PDT 2009,Jungah,2,NO_QUERY,2,2,0.8013044,1,positive,positive
you think youre bored lmao im siteless for another few hours while my dns updates oo im sick of being siteless blegh,Sat Jun 20 03:07:50 PDT 2009,xedays,0,NO_QUERY,0,0,0.79880095,1,negative,negative
