text,date,user,sentiment,query,uncertainty_baseline,uncertainty_sngp
im too sore for all that mclane,Tue Jun 02 01:57:29 PDT 2009,SydMonk,0,NO_QUERY,0.08676955,0.14516531
hi back from us,Sun May 31 04:14:58 PDT 2009,Floris,2,NO_QUERY,0.06076169,0.12137142
id almost forgotten about her,Sat May 30 11:10:47 PDT 2009,urbanfly,0,NO_QUERY,0.09750192,0.27381337
cant find his phone and might have left it at the movies last night,Mon Jun 01 08:34:10 PDT 2009,jpbroyles,0,NO_QUERY,0.06148597,0.17738524
woo the punching bag is up now i cn work my arms at home legs in gym at skewl hehehe that amp skippin daily amp dance trainin me busy,Sat May 30 19:40:51 PDT 2009,dirtyrockdiva,2,NO_QUERY,0.07439166,0.44025654
still have to unpack bummer,Sun May 31 09:03:06 PDT 2009,KLMaher,0,NO_QUERY,0.08786166,0.15924695
everyday i forget more and more of the nyc subway map the loss damages my spirit,Mon Jun 01 08:31:54 PDT 2009,aneeshaaa,0,NO_QUERY,0.06533383,0.1461134
haha nice of course im bringing it maybe ill get a few cool shots,Tue May 26 23:03:31 PDT 2009,VTuttoilmondo,2,NO_QUERY,0.0640115,0.1187228
going to the bookstore to pick up some books and readdd,Sat Jun 06 07:33:27 PDT 2009,loveya1896,2,NO_QUERY,0.09500177,0.21638376
laying on my floor crying not really sure whats going on right now,Tue Jun 23 14:53:37 PDT 2009,shani_boo,0,NO_QUERY,0.050947238,0.14472099
morning im going to play lots of music today have a good monday everyone xx,Mon Jun 01 03:27:08 PDT 2009,ElsicalMcGinger,2,NO_QUERY,0.030181363,0.12823503
i was a little surprised but i was really happy for kris i know theyre both deserving you sang great cook,Sat May 30 06:10:49 PDT 2009,nisarigets,2,NO_QUERY,0.0814023,0.24650002
i would share mine but i have no hair,Fri May 29 08:00:27 PDT 2009,normalguyguide,0,NO_QUERY,0.09194433,0.23643354
loving the names on the henchmens shirts played by louis lombardi pathos ethos logos dildos huevos rancheros,Tue Apr 21 01:26:06 PDT 2009,stevemassart,2,NO_QUERY,0.059229415,0.18669458
was meant to be working but they cancelled i really needed the money as well arghhhh,Sat Jun 06 03:07:27 PDT 2009,poppyeliza,0,NO_QUERY,0.072480306,0.18113688
sorry i missed ur prty,Tue Jun 16 19:52:56 PDT 2009,ConcepMakeLove,0,NO_QUERY,0.06370222,0.12451737
talkin on myspace,Sat May 30 22:39:21 PDT 2009,iamsarahL,2,NO_QUERY,0.04971477,0.10800218
kj is sick as hell what a morning,Mon May 04 06:54:06 PDT 2009,dnhughes,0,NO_QUERY,0.09763144,0.1510911
try it again lolskkkkkeeeeeeettt night twitter boppersyoim a wierdo give me my happinessim blessed,Tue May 26 21:55:07 PDT 2009,PrettyE,2,NO_QUERY,0.039348997,0.1946373
watching now as you were introducedasking about adam,Fri Apr 17 21:27:37 PDT 2009,ReggaeGirl_Yve,2,NO_QUERY,0.0742497,0.18113549
a skiibop amp i saw the hangover it was entertainingyo im wheelin and dealin lmbo love you,Fri Jun 05 21:56:40 PDT 2009,theminibob,2,NO_QUERY,0.049750607,0.19959007
yes im a twitterholic lol,Sun Jun 07 10:34:03 PDT 2009,yarelic,2,NO_QUERY,0.09508317,0.29094887
yes that was pretty cool i cant wait for the saga to be complete with all movies,Mon Jun 01 04:33:23 PDT 2009,fran81,2,NO_QUERY,0.055992667,0.15579085
i love xbox i also play ps and pci have my pc setup to play all the old nes sega n and snes games,Fri May 29 12:51:46 PDT 2009,halfass,2,NO_QUERY,0.099509895,0.2879892
hm the basement just feels lonely now,Mon Jun 15 00:29:59 PDT 2009,lexx_ington,0,NO_QUERY,0.03929536,0.113911405
probably better than not waking in the long run heyo from k,Mon Jun 15 00:52:14 PDT 2009,proviso,2,NO_QUERY,0.06418444,0.3343107
sprained my wrist at work makes it hard to type or do just about anything,Mon Jun 01 21:02:53 PDT 2009,Parabolaa,0,NO_QUERY,0.044246923,0.1460861
im on my way home for days of holiday yay,Sat Jun 06 03:14:11 PDT 2009,Alz23,2,NO_QUERY,0.089882776,0.19644721
aw poor sam i hope hell feel better soon must be so difficult to see him unwell hugs,Tue Jun 23 13:25:49 PDT 2009,the_owlcat,0,NO_QUERY,0.08746007,0.11298876
glad u liked the doors raymond one of my favs,Sun Apr 19 11:40:42 PDT 2009,redrobinrockn,2,NO_QUERY,0.03583377,0.13666715
just got back from ffa convention so fun,Sat Jun 06 16:00:32 PDT 2009,lainagrace,2,NO_QUERY,0.043330897,0.22121581
is now awake hello world,Sat Jun 06 02:51:45 PDT 2009,jessicanoone,2,NO_QUERY,0.04406743,0.12030201
oh ill be following along on your blog i like it,Thu May 14 07:07:44 PDT 2009,GirlTornado,2,NO_QUERY,0.065010965,0.13532326
what a nice night,Fri May 22 00:18:30 PDT 2009,claudiatweets,2,NO_QUERY,0.043645415,0.101057306
i dropped my black berry,Sat May 30 15:22:42 PDT 2009,muSicFienDkiCks,0,NO_QUERY,0.08455491,0.24536347
yeah its awful,Mon Jun 15 15:32:31 PDT 2009,mandycp,0,NO_QUERY,0.09044728,0.20307678
way cute curt hope the school raised tons of money lovely sunset,Sun May 17 20:43:28 PDT 2009,KarynBakoCA,2,NO_QUERY,0.07730387,0.21849191
had fun today swam at zyanyas then ate tacos with carrie then walked w carrie ashley frankie kassie and zyanya to the store,Sat May 16 23:55:25 PDT 2009,william1up,2,NO_QUERY,0.060556974,0.21095103
today was greeeeat i love being with him all day he keeps a smile on my face all day,Mon Jun 01 23:52:43 PDT 2009,veesoccer23,2,NO_QUERY,0.06824957,0.2878834
we have all the good movies on vhs likein the army now days of thunder jumanjieven spiderman i am so bored no good dvds,Sat May 30 12:49:08 PDT 2009,DoubleRfilms,0,NO_QUERY,0.09724471,0.293984
i have lost a lot of followers why people,Sun May 31 12:06:59 PDT 2009,LooBu,0,NO_QUERY,0.07174528,0.14662583
buttermilk belgian waffle with fresh strawberries baked in topped with a scoop of vanilla bean ice cream and nutella drizzle,Sun Jun 07 10:40:23 PDT 2009,aliciac,2,NO_QUERY,0.026979586,0.11231283
a animal crossingi missed kk slider last night,Sun May 31 15:56:36 PDT 2009,CHOCOLATEthief,0,NO_QUERY,0.06809221,0.28013074
the sun is shining again but im stuck at work all day,Mon Jun 01 01:25:08 PDT 2009,Beckiiiiiiii,0,NO_QUERY,0.07479933,0.19490829
dont feel too good today,Sun Jun 07 11:10:14 PDT 2009,Chantgirl26,0,NO_QUERY,0.05476991,0.109645024
photo no questions asked well maybe other than thank you sirmay i have another,Mon Jun 15 19:18:21 PDT 2009,anniebales,2,NO_QUERY,0.088186756,0.22669153
on the boat and ready to go to elliot key,Sun May 10 06:58:29 PDT 2009,dangaaajoli,2,NO_QUERY,0.041947387,0.17679316
wait make that that was a horrible story some people make me so sick,Sat Jun 06 23:30:14 PDT 2009,Danni41,0,NO_QUERY,0.08370094,0.15535296
trying hard not to fall sick too,Sat Jun 20 08:37:53 PDT 2009,jewelparlour,0,NO_QUERY,0.09475213,0.13005877
yay smoke break my tummy hurts,Tue Jun 02 21:28:43 PDT 2009,NekoHWhuT,0,NO_QUERY,0.04364848,0.10528096
gosh you guys are almost convincing me that i can write in english thank you sherrillthank you robert,Sun Jun 07 14:33:23 PDT 2009,mgmyself,2,NO_QUERY,0.055246353,0.17857239
grapes are good for you they help grow your grape bones,Tue Jun 16 00:24:30 PDT 2009,valenzuelajames,2,NO_QUERY,0.07002719,0.21466523
i totally replied to your post the other day but it doesnt seem to be there anymore,Tue Jun 02 06:33:36 PDT 2009,chaneletmoet,0,NO_QUERY,0.076097704,0.19549295
ah gotcha that makes so much more sense than anything i was coming up with haha thanks for the clarification squarespace,Mon Jun 15 21:55:30 PDT 2009,AichaKouyate,2,NO_QUERY,0.07491966,0.18777475
just relax hookah or something that comforts you its a nice sunday,Sun May 31 13:26:37 PDT 2009,tommyleesaid,2,NO_QUERY,0.045200504,0.124287985
happy goobers are the best kind of goobers there are,Sun May 17 10:36:23 PDT 2009,lalaLiiindsey,2,NO_QUERY,0.039853863,0.14252448
hello garry have a nice day when u woke up,Sun May 03 00:00:24 PDT 2009,monyepenny,2,NO_QUERY,0.068725154,0.13639736
it was wonderful i had the opportunity for major advancement and took it,Sat Apr 18 09:16:26 PDT 2009,absolutelytrue,2,NO_QUERY,0.060212277,0.20474678
im wondering why hasnt texted me back all day i miss him,Sat Jun 06 19:46:07 PDT 2009,nataliepatton,0,NO_QUERY,0.06700431,0.10879326
continued negotiations may work for custodians but no news yet of help for womens center or swim team not looking good for them,Sat Jun 06 18:09:47 PDT 2009,Padvorac,0,NO_QUERY,0.08429778,0.17345273
the drinks,Sun May 03 22:02:03 PDT 2009,sexymercedes,2,NO_QUERY,0.07638852,0.2725289
is loving the hot weather,Sun May 31 05:27:43 PDT 2009,Lisawoopp,2,NO_QUERY,0.06595488,0.14637464
i dont want to go to school tomorrow for an exam after having one and a half weeks off,Tue Apr 07 00:13:08 PDT 2009,Dannny91,0,NO_QUERY,0.08196224,0.17419103
earache,Sun Jun 07 21:05:46 PDT 2009,my_randa,0,NO_QUERY,0.08401142,0.6236712
mahalo love dusk and dawn,Sat Jun 06 22:55:20 PDT 2009,poohsuke,2,NO_QUERY,0.044074446,0.23516864
i have pretty much lost my voice i hope work isnt busy today,Mon Jun 15 08:02:25 PDT 2009,outsidethiscity,0,NO_QUERY,0.03912322,0.1345612
filled out the form thanks mucho you rock,Fri May 01 20:35:16 PDT 2009,valerie2350,2,NO_QUERY,0.02573061,0.10205294
ruukki group rug or rautaruukki either way welcome to the nestegang,Mon May 18 01:37:01 PDT 2009,hagnas,2,NO_QUERY,0.05513119,0.174291
i have been shopping with my sister so im happy anyways peace,Sun May 31 01:45:46 PDT 2009,CharlieForever,2,NO_QUERY,0.06645997,0.19746739
if you bring a book youll get a lot of reading done while waiting for the punctualitychallenged,Fri May 29 16:42:46 PDT 2009,Scheopner,2,NO_QUERY,0.059572395,0.22350158
coolio ii will check it out shortly in that case i likes your singing xx,Tue Jun 16 01:30:42 PDT 2009,nik_kee_dee,2,NO_QUERY,0.032418452,0.10061859
audi r mmmmmm beautiful car,Sat Jun 06 06:57:41 PDT 2009,Abbiegriffin,2,NO_QUERY,0.04151823,0.1724968
hej stop by the forest gardens of camelot,Sat Apr 18 13:19:28 PDT 2009,LShalottCamelot,2,NO_QUERY,0.081582844,0.29338628
cant wait till i get sims those games are just so addictive,Sun Jun 07 06:23:03 PDT 2009,MelissaButton,2,NO_QUERY,0.07060597,0.2648581
that is the funniest thing i seen all day beer anyone roo is much better now thanks u all good,Mon Jun 01 08:45:10 PDT 2009,richardmhowell,2,NO_QUERY,0.074551195,0.22912104
oh and my friend luiza says happy birthday too,Fri Jun 05 19:14:01 PDT 2009,HyperSmo,2,NO_QUERY,0.050366975,0.14419882
sitting in the gardens soaking up the sun and eating chips,Sun May 31 06:05:30 PDT 2009,HayleyBee1,2,NO_QUERY,0.030340469,0.10699892
trey had a great time at the lori foster event you have to come to this next year,Sat Jun 06 19:10:24 PDT 2009,LianeGentrySkye,2,NO_QUERY,0.08425099,0.26339734
have fun on vacation demi you deserve it,Sat May 30 06:06:40 PDT 2009,brittttanylee,2,NO_QUERY,0.085658886,0.1804314
yeh im feeling alot better now thank goodness,Mon May 18 01:29:02 PDT 2009,Sazinwonderland,2,NO_QUERY,0.09118633,0.3579833
my heart is broken to go along with yaos foot,Sat May 09 20:01:01 PDT 2009,specktacular,0,NO_QUERY,0.06407695,0.13746782
hey ppl,Sun May 31 03:40:11 PDT 2009,paulabdulfan,2,NO_QUERY,0.046576805,0.124579184
she did awesome hr mini was her sherpa for the day,Sun May 31 17:44:22 PDT 2009,Dirtdawg50k,2,NO_QUERY,0.05297702,0.21824723
lol scott that is a real hard one to crack thanks for your response,Fri Jun 05 23:06:41 PDT 2009,AmiAhuja,2,NO_QUERY,0.056701243,0.1385149
watching enews,Sun May 17 23:42:13 PDT 2009,yukino412,2,NO_QUERY,0.057843972,0.1998569
figured out how to voteclicked on the box went to their twitter pg saw the little iconso ready voting mins,Sat May 30 22:29:32 PDT 2009,SerenaJ,2,NO_QUERY,0.038008552,0.16020927
i really wish i could get over the time difference woke up at again get to see my bestie tonight but no derek today,Mon Jun 01 04:49:12 PDT 2009,Julietr89,0,NO_QUERY,0.08329699,0.15245654
calc homework,Tue Jun 16 17:58:21 PDT 2009,chetti,0,NO_QUERY,0.08337127,0.20964201
yummy soup sunday,Sun May 17 11:25:58 PDT 2009,Ianth,2,NO_QUERY,0.07146825,0.18976542
hangin with carole and my sister so fun miss my friends though,Sat May 16 21:08:10 PDT 2009,Lionel909,0,NO_QUERY,0.043149542,0.1804866
marion has gone home,Tue Jun 16 23:52:11 PDT 2009,lilyy_loves_you,0,NO_QUERY,0.066884965,0.37646046
drinking on monday hangover tuesday is awesome,Tue Jun 16 01:12:08 PDT 2009,Captainklein,2,NO_QUERY,0.03338168,0.12878147
no worries i was planning on watching the replay great blogging info from what i heard thanks for reaching out imu,Mon Jun 15 11:36:37 PDT 2009,janetcap,2,NO_QUERY,0.042914953,0.10312508
lol they are the best,Mon Jun 15 17:01:25 PDT 2009,cassie2good,2,NO_QUERY,0.059811644,0.16746534
follow friday awesome girls that makes it even more fun to be on twitter d lt,Fri Jun 05 12:32:30 PDT 2009,yaseminx3,2,NO_QUERY,0.040238228,0.12097728
still no boston dates yet,Tue Jun 16 16:47:13 PDT 2009,portman65,0,NO_QUERY,0.09119772,0.20540515
no thank you for such an awsome show watching bn is actually my boyfriend and is thursday night ritual,Fri Jun 05 17:29:21 PDT 2009,Wozzie71,2,NO_QUERY,0.09242619,0.31725332
tore a ligament in my pinky then at a pedicure discovered i bruised a toebody falling apart,Mon Jun 15 19:39:43 PDT 2009,mickerX,0,NO_QUERY,0.09888936,0.19836614
i love going to hyde park for happy hour,Fri Jun 05 14:45:24 PDT 2009,ElizabethAnn24,2,NO_QUERY,0.054910425,0.15401998
hes definately a strong lil guy,Tue Jun 16 04:54:10 PDT 2009,CrazeeKeri,2,NO_QUERY,0.08756302,0.23347305
thats what im thinking knock her out of the water very satisfying,Tue Jun 16 08:38:38 PDT 2009,RockComplacency,2,NO_QUERY,0.06928385,0.2865215
thank u ashley that was sooo sweet u made my night,Tue May 26 22:45:37 PDT 2009,nursejennifer,2,NO_QUERY,0.03529848,0.12550016
isplayer has died sorry,Thu May 21 23:34:42 PDT 2009,wowlew,0,NO_QUERY,0.05747106,0.1351659
im sorry if i missed ur tweet,Thu May 28 20:59:50 PDT 2009,coreyskort,0,NO_QUERY,0.06560813,0.17015564
really good movie i saw it it was kind of sad tho,Fri Jun 05 11:47:50 PDT 2009,patriciajimenez,0,NO_QUERY,0.039122377,0.16207464
you toand dreams with matthew,Sat May 30 22:13:10 PDT 2009,ByMarinaFarias,2,NO_QUERY,0.075056955,0.3270661
has to work at woke up bright and early at once i have my hours i cant sleep anymore,Sun May 10 07:57:23 PDT 2009,tanya_sharon,0,NO_QUERY,0.09582575,0.18834907
dont worry i didnt hurt him and his bro who joined in but i had them stopped sadly i realise theres nowhere to play,Sat Jun 06 00:00:24 PDT 2009,louizah,0,NO_QUERY,0.06977688,0.22011214
happy mothers day mommy,Sun May 10 03:12:34 PDT 2009,genea1430,2,NO_QUERY,0.06478782,0.119330846
rebaby can i hold you u might like this cover from my fav michael johns,Sun May 17 05:11:44 PDT 2009,janine_j9,2,NO_QUERY,0.054311495,0.20236617
its not in my app store,Tue Jun 16 19:10:28 PDT 2009,jwalsh,0,NO_QUERY,0.07979203,0.19756928
i hate being awake early my day feels so boring when im not hyper,Thu Jun 25 08:40:07 PDT 2009,trawryo,0,NO_QUERY,0.09513957,0.18182777
in alexandria playing monopoly with my age group friends,Sat May 30 04:39:53 PDT 2009,Dollash,2,NO_QUERY,0.04329448,0.22267222
we have two small dogs good to hear that center parcs wd take them cruising to new york on the queen mary real treat,Sun May 10 03:28:09 PDT 2009,MandyBookLover,2,NO_QUERY,0.08809677,0.17757455
i just checked and it looks we are sold out already i think they are perennials just not very hardy,Sun May 17 22:15:50 PDT 2009,zettlerhardware,0,NO_QUERY,0.08175077,0.20256725
a im sorry,Sat Jun 06 00:27:30 PDT 2009,PriscillaPerc,0,NO_QUERY,0.042612493,0.13089927
my beb left jz an hour ago and i already miss him to pieces,Thu Jun 18 21:46:00 PDT 2009,xFrAnc1n3x,0,NO_QUERY,0.04292627,0.106315225
im home alone again tonight,Sat Jun 20 17:16:27 PDT 2009,LuvToSparkLe,0,NO_QUERY,0.054333072,0.29762858
writing autovisor v for psion workabout pro listening to gnr the sun is shining,Mon Jun 01 01:58:02 PDT 2009,iaind2k,2,NO_QUERY,0.086384624,0.344293
is cold still has a headache and now has no hot water sigh,Fri May 22 02:54:22 PDT 2009,meeveebee,0,NO_QUERY,0.05978648,0.13207915
woke up without the sun beaming through my blinds but to the sound of rain i miss the sun already,Sat Jun 06 01:46:11 PDT 2009,katieetudge,0,NO_QUERY,0.055072624,0.11379117
good,Wed Jun 03 05:18:08 PDT 2009,KirstiTappenden,2,NO_QUERY,0.094506964,0.16754855
hope u have a great day tay,Sat May 02 07:47:51 PDT 2009,camelgal,2,NO_QUERY,0.068102255,0.17791167
you are online and not answering any of my choices that makes me sad,Sat Jun 06 21:12:14 PDT 2009,vanity_kills,0,NO_QUERY,0.062712185,0.12247366
just starting a new week,Mon Jun 01 03:35:09 PDT 2009,ceubgirl,2,NO_QUERY,0.07172704,0.1710672
i called you via skype but no answer,Tue Jun 23 08:30:19 PDT 2009,silenceisntgold,0,NO_QUERY,0.06753215,0.16168927
im eating chocolate,Fri Jun 05 17:49:25 PDT 2009,Morenah08,2,NO_QUERY,0.08882058,0.24125451
i love you kevin jonas you are the sweetest guys in the world,Fri Jun 05 16:40:54 PDT 2009,LucianaJonas,2,NO_QUERY,0.045486737,0.1489051
i loved the show today it was so great to see her so happy,Fri Jun 05 17:53:37 PDT 2009,Sk898,2,NO_QUERY,0.04238328,0.15473354
misses his girl,Sat Jun 06 21:41:01 PDT 2009,tyler_born4this,0,NO_QUERY,0.058373194,0.13839012
wants van heusen shirtdresses in every color of the rainbow happy mum happy mums day mum,Sun May 10 06:13:41 PDT 2009,nissyoh,2,NO_QUERY,0.08848689,0.23403352
rd ave in astoria is an amazing place restaurants shops amp the jb come for a visit its right by the park and bring fido too,Sun Jun 07 05:27:08 PDT 2009,JumpingBulldog,2,NO_QUERY,0.03400751,0.18990341
with ale i love her l,Sat Jun 06 11:35:31 PDT 2009,VEmiko,2,NO_QUERY,0.0990247,0.26915064
is happy that tyler lost a tooth yesterday sadly the tooth fairy forgot to make a visit to our house last night,Tue Jun 02 05:03:46 PDT 2009,kelleymassey,0,NO_QUERY,0.068711184,0.41214246
thanks for including my print jen what a great post i especially love the last grouping,Thu May 14 06:17:44 PDT 2009,jessgonacha,2,NO_QUERY,0.052652054,0.10638079
forgot to add you on my list of happy moms day ladies hope you have a good one,Sun May 10 09:04:21 PDT 2009,amberportercox,2,NO_QUERY,0.057539135,0.14404534
thank you,Sun May 03 07:19:51 PDT 2009,sprinkles_,2,NO_QUERY,0.06834935,0.122505136
yep that and being able to play at being a hairdresser and dressups,Mon Jun 01 20:04:29 PDT 2009,stephmcg,2,NO_QUERY,0.0845459,0.24915501
just do a twitter search for byomkesh and ull stumble upon the answer,Tue Jun 02 05:46:22 PDT 2009,kg86,2,NO_QUERY,0.08735191,0.15786877
heyyy bbqjus tell me wat time u guys cum online for chat,Tue Jun 02 11:26:53 PDT 2009,vatz92,2,NO_QUERY,0.086473495,0.2548579
my legs hurrt,Sun May 03 20:15:28 PDT 2009,alecNguyen,0,NO_QUERY,0.06488732,0.22154883
dont wanna play netball,Mon May 04 00:59:48 PDT 2009,saabreenah,0,NO_QUERY,0.095481806,0.20321438
hmmi guess i have a cold,Sat Jun 06 09:26:39 PDT 2009,spdesigns1,0,NO_QUERY,0.06709966,0.16398819
is sitting in bed with a well sore throat,Mon May 04 06:32:48 PDT 2009,whoatethecookie,0,NO_QUERY,0.09086318,0.16173168
youre so rightsometimes that extra quietness during the week is the best enjoy your saturday,Sat May 30 09:29:30 PDT 2009,Nachhi,2,NO_QUERY,0.065411784,0.20917727
i put on my happy face tonitealthough i couldnt help but feel my heart break,Tue Jun 02 00:42:32 PDT 2009,SHRMYWRLD,0,NO_QUERY,0.07030056,0.39788184
its friday the sun is shining and i have the day off life is good,Fri May 22 02:23:38 PDT 2009,Barkingjenn,2,NO_QUERY,0.067512184,0.28139302
mmmm that icecreams looks lovely,Sun May 03 06:54:29 PDT 2009,kim_halliday,2,NO_QUERY,0.057619184,0.18159203
oh shit air france jet disappears midflight,Mon Jun 01 03:37:35 PDT 2009,spotrick,0,NO_QUERY,0.059093308,0.102616616
yeah i saw that awful,Mon Jun 15 10:48:49 PDT 2009,abba_ks,0,NO_QUERY,0.084068626,0.27167082
off to see the movie up yay d,Sun Jun 07 15:01:28 PDT 2009,brynndolyn,2,NO_QUERY,0.034405243,0.11408692
so boreddd wish i could leave lol,Fri Jun 19 18:29:25 PDT 2009,_NikiHall,0,NO_QUERY,0.07631311,0.13089617
you are the best maraji,Mon Jun 01 16:47:02 PDT 2009,Adamfyre,2,NO_QUERY,0.082760245,0.15061863
im in blackpool and theres no fish and chips in sight,Sat Jun 20 12:37:15 PDT 2009,natalielealand,0,NO_QUERY,0.076925404,0.121535115
laying down tired as hell thanks to bestie for keeping me up all night i miss my bestie already,Sun Jun 07 09:19:44 PDT 2009,candygurl65,0,NO_QUERY,0.080297284,0.25722748
rofl hey get into it stretch those muscles,Sun May 31 10:57:44 PDT 2009,LeentjeD,2,NO_QUERY,0.0897443,0.2048093
omg none of my txt messages are going up,Tue Jun 16 02:08:42 PDT 2009,MashyMashMash,0,NO_QUERY,0.070657834,0.27151147
randomly pulled books off shelf tonight to read cicero and marcus aurelius two favorite roman philosophers maybe will tweet cicero,Mon Jun 01 22:01:46 PDT 2009,DCrais,2,NO_QUERY,0.07018964,0.2149377
i love my beautiful niece jen,Fri Jun 05 17:49:20 PDT 2009,mccrn98,2,NO_QUERY,0.06994452,0.17636026
nighty night sleep tight twitterville quoti love u mommyquot princess panya,Mon Jun 15 00:44:32 PDT 2009,princesspanya,2,NO_QUERY,0.061507042,0.23043124
lol i explorin chale hehe,Fri Apr 17 21:47:16 PDT 2009,ChunxHarris,2,NO_QUERY,0.046627272,0.32227993
no trouble even after the late comming good start having good times with my friends,Mon Apr 20 00:53:01 PDT 2009,nvidianat,2,NO_QUERY,0.045508552,0.15683249
there was a spider on the outside of my door i dont know where it went though and its not there anymore,Sat May 02 06:56:49 PDT 2009,JulieDelineated,0,NO_QUERY,0.036136027,0.11820298
ellen amp kats sounded great last nights practice looking forward to their show on june wuzzup cafe,Sat May 30 07:11:13 PDT 2009,dsy140,2,NO_QUERY,0.051396023,0.22555144
youre amazing lt im going to try my best to see yall on the th,Sat Jun 06 23:06:55 PDT 2009,TCBallew,2,NO_QUERY,0.04687806,0.11530566
oh ok you can vent to me jp whats on your mind im a great listener,Tue Jun 02 21:26:17 PDT 2009,ShiledaM,2,NO_QUERY,0.078405306,0.14432915
oh noes was the window open or is it seriously leaking that is no good,Fri Jun 19 06:52:50 PDT 2009,jkhalek,0,NO_QUERY,0.05858079,0.1179093
love it just from mufasssa dd now nick whas on our official twitter get buy him d,Sat May 02 07:38:09 PDT 2009,xJoeJonasx,2,NO_QUERY,0.06543912,0.18349245
nyc here we come,Tue Jun 02 19:51:46 PDT 2009,Vicki_McGuire,2,NO_QUERY,0.09289868,0.3902281
wishes her dad was here to accompany her to the doctor,Tue Jun 16 20:32:48 PDT 2009,gelzie,0,NO_QUERY,0.07426398,0.101226136
omg u r not im soooo sad dude im gonna have to watch it all by myself now,Fri May 29 23:28:21 PDT 2009,annekagrace,0,NO_QUERY,0.058296822,0.11537478
im not feeling so good day missed of the last real week of school,Mon Jun 01 13:35:53 PDT 2009,turquoisepencil,0,NO_QUERY,0.060981736,0.11212618
arghhhhh danny gokey was eliminated,Wed May 13 23:08:03 PDT 2009,bebemoochie08,0,NO_QUERY,0.055066418,0.1515536
shower time good night sweet dreams everybody x,Sat May 30 06:32:54 PDT 2009,AnitaLucker,2,NO_QUERY,0.045547757,0.12071193
really wants that job waiting sucks,Tue Jun 16 01:09:25 PDT 2009,pinkteddybear,0,NO_QUERY,0.09700109,0.11821589
blah started feeling wretchedly ill after work for some reason,Fri Jun 05 19:58:22 PDT 2009,Kajivar,0,NO_QUERY,0.05860391,0.13203251
musicmonday robo tech hyper crush wish me luck glacier hiking take me to la weekend warriors love music mondays,Mon Jun 15 16:13:01 PDT 2009,Johnofah,2,NO_QUERY,0.042298306,0.23068434
getting excited about business again,Sun Jun 07 09:41:27 PDT 2009,FileNerds,2,NO_QUERY,0.0515891,0.14201993
i like the blog wallpaper its groovy,Mon May 18 05:21:24 PDT 2009,karunaseo,2,NO_QUERY,0.06286751,0.27866167
if u decide to share ur story i send u my email,Sat May 30 01:04:46 PDT 2009,Monica2112,2,NO_QUERY,0.07814418,0.1007627
not doing such a good job with cloth diapers grew out of bummis diaper kit and havent gotten next size clothdiapers,Mon Jun 01 19:22:13 PDT 2009,BloomMaternity,0,NO_QUERY,0.08801183,0.28083646
hes adorable and hes superrr sweet,Sun Jun 07 07:07:24 PDT 2009,VivaLaAthena,2,NO_QUERY,0.054254085,0.15672724
got back from a quick run sadly no sun,Sat May 30 10:14:22 PDT 2009,dareisay,0,NO_QUERY,0.08953465,0.15294437
subway seats were obviously not made with bony people sitting for long in mind ouch,Sat May 30 06:20:19 PDT 2009,angelalouison,0,NO_QUERY,0.08912469,0.3715806
woo for clean closet snoopy dance,Mon Jun 15 09:24:02 PDT 2009,s0l_uk,2,NO_QUERY,0.060193855,0.14991847
we are the ocean silverstein the blackout perfection pinpoint live gt,Sun May 17 11:35:05 PDT 2009,punkndisorderly,2,NO_QUERY,0.043307923,0.14091557
i listened it on atlspain its amazing guys,Mon Jun 15 16:37:02 PDT 2009,jujuhorizon,2,NO_QUERY,0.051935364,0.15143916
no shipwrecked to watch today gutted,Sun May 17 01:36:14 PDT 2009,kdawg19,0,NO_QUERY,0.0523223,0.14917494
losing my voice,Mon Jun 01 05:05:27 PDT 2009,gold13,0,NO_QUERY,0.06979064,0.1010154
eating fried chikkn mashed potatoes corn n green beans yummy im stayin home tonight the nightlife really isnt for me anymore,Sat May 30 19:22:21 PDT 2009,youulovemee,0,NO_QUERY,0.09209955,0.45418137
mms support from atampt coming in late summer mms is not supported on firstgeneration iphone apple this dissapoints me,Tue Jun 16 21:26:34 PDT 2009,alexwest0n,0,NO_QUERY,0.058430694,0.11242229
wanted to go to the vegan fest in bristol this weekend but im way too poor,Thu May 28 22:23:04 PDT 2009,Matryoshkavegan,0,NO_QUERY,0.0441941,0.109905474
weeee wiiill weeee wiiill rock u buenos diaz amigos,Mon Jun 15 09:15:50 PDT 2009,Charaah,2,NO_QUERY,0.07126313,0.27983236
has a bug cant even keep water down,Fri May 22 08:35:01 PDT 2009,shanemarsden,0,NO_QUERY,0.054953255,0.14355211
spinal tap has a new album coming anvil has a movie steel panther is happening more proof metal is alive amp well,Mon Jun 01 23:00:32 PDT 2009,muncman,2,NO_QUERY,0.052614544,0.26514226
school cc meeting soccer meeting handing everything in close to the saddest day of my life,Mon Jun 01 04:44:52 PDT 2009,katiepants14,0,NO_QUERY,0.076010115,0.16246514
heyy u rock aly ur an awesome actress and singer,Sun May 10 21:06:46 PDT 2009,Pearlwhite27,2,NO_QUERY,0.022277558,0.102750465
i keep losing all my followers grrr,Sun Jun 07 06:00:51 PDT 2009,__mandy__,0,NO_QUERY,0.07788336,0.16042784
interesting we were just on sesames site no issues time for cable modem,Sun May 17 05:37:03 PDT 2009,danmiller3,2,NO_QUERY,0.0734803,0.32109702
