text,date,user,sentiment,query,uncertainty_sngp
hey how are you i gotta go to the vet soonshe isnt doing very good i gotta get my dogs vaccinated x,Mon Jun 15 21:43:01 PDT 2009,aussiemcflyfan,0,NO_QUERY,0.65039843
whats going on,Sun Apr 19 01:59:53 PDT 2009,luciacardozo,0,NO_QUERY,0.68210435
thanks am trying keeping my chin up ouch,Mon May 04 03:33:16 PDT 2009,lunarnart,2,NO_QUERY,0.67422724
days to go,Tue Jun 02 03:41:48 PDT 2009,badwulfstudio,2,NO_QUERY,0.69224447
i miss going to the club in nyc good times,Thu Jun 18 21:30:30 PDT 2009,atvm,0,NO_QUERY,0.6888604
its a good day to be a paguyo my cousin just had her first mall show for her collection shes the only reason i know im not adopted,Mon Jun 01 10:48:18 PDT 2009,dorothyxjoy,2,NO_QUERY,0.61756504
crazy d,Sun May 31 01:52:34 PDT 2009,vika_,2,NO_QUERY,0.6029781
tidur lagi youre lucky you dont have school tmrw,Sun Jun 07 09:05:49 PDT 2009,beebeebuthainah,0,NO_QUERY,0.6504107
english test tomorrow yuck,Sun May 10 04:55:42 PDT 2009,Sofiai8,0,NO_QUERY,0.6841023
ilymore babe i thought bout you and how you walked from riverwood to my job just for me two yrs ago ahhh come home asap,Fri Jun 05 12:24:21 PDT 2009,meezieme,2,NO_QUERY,0.6626148
yo said her grace before her appetizer aaaand her entre i barely said it once i felt like such a sinner,Sat Jun 20 20:47:27 PDT 2009,ihavesuperpower,0,NO_QUERY,0.68998253
i think i miht walk over to macs to get a froster mmmmm yea i think i might di that,Sat May 30 18:22:21 PDT 2009,egdirgomhcirsXe,2,NO_QUERY,0.6200751
evil seductress now that doesnt sound compliment to me,Thu May 14 04:42:11 PDT 2009,sinfulsignorita,0,NO_QUERY,0.6821965
morning all decision on what to do made for me by the peeing rain in sheffield stay in bed it is then,Sun May 03 01:56:16 PDT 2009,Dizzydalek,2,NO_QUERY,0.6562822
clobbered on thehead with quot x ouch no good may need stiches stupidaccident,Fri Jun 19 12:33:26 PDT 2009,davidt_50,0,NO_QUERY,0.6263262
bored bored bored someone entertain me pleaseee,Sat Jun 20 06:30:26 PDT 2009,luvsrachel,0,NO_QUERY,0.6897758
just waiting to get picked up at the train station by my bro and then off to the gym cant believe i bumped someone last night,Fri May 29 10:43:28 PDT 2009,ssizer,0,NO_QUERY,0.6899674
kinda like that eerie feeling that someones following you hahacouldnt resist,Mon Jun 01 20:30:58 PDT 2009,kelliekano,2,NO_QUERY,0.682763
just the phone part my mother will not leave me alone about the boy part,Sat May 16 22:58:48 PDT 2009,starprincesss,0,NO_QUERY,0.60477096
the stopped serving breakfast min early burger sliders for breakfast yes really,Mon Jun 15 10:07:45 PDT 2009,djenferno,0,NO_QUERY,0.6800686
and so i go to bed full of happy and slightly disturbing web surfing memories goodnight internets for i must awaken at am for work,Fri May 29 20:22:35 PDT 2009,wandering_geek,0,NO_QUERY,0.62722695
is having drinks with his friends for the last night at home,Fri May 29 20:13:12 PDT 2009,justindriscol,0,NO_QUERY,0.6799098
home from work we went amp had mexican food i brought my leftovers home for lunch tomorrow amp dropped them on the floor,Mon Jun 15 17:57:46 PDT 2009,cookinsforme,0,NO_QUERY,0.661072
aw haha its ok i was wondering where it had got but i thought it was just the post lol ta pics from last night on facebk,Sat May 02 03:11:35 PDT 2009,fruitdance,2,NO_QUERY,0.68579614
congrats but u need to go to sleep hug dont overwork urselfur a busy mom gotta takecare n b good to urself too,Mon Jun 15 05:59:08 PDT 2009,pompom0205,2,NO_QUERY,0.66965663
more revision today,Sun May 03 01:54:49 PDT 2009,FCDaniel,0,NO_QUERY,0.61219513
yes i was still sleep and i only like days off when i dont have cramps lol,Tue Jun 16 12:17:03 PDT 2009,GuttaButta,0,NO_QUERY,0.6705667
haha woke up to tv advert for lottery i funked it was sunday yehar a whole day for free had haircut now i miss it green snakes,Sat Jun 06 03:44:01 PDT 2009,EmjayRobo,0,NO_QUERY,0.6746857
goin to me mums in alicante for days nice little break b uni starts again,Mon Jun 01 05:52:27 PDT 2009,blunderbuss2,2,NO_QUERY,0.6164261
heading to school,Mon Jun 01 03:50:34 PDT 2009,RS_StarGazer,0,NO_QUERY,0.6815387
off to martins apt in about an hour then off again last day of the con starts and then work,Sun May 31 07:21:32 PDT 2009,loris_z,0,NO_QUERY,0.6497859
feeling almost human this morning how rare there are banks of cloud rolling overhead but in the dips the sun shines a little brighter,Thu May 14 01:16:35 PDT 2009,kobinaceous,2,NO_QUERY,0.61344117
is out to bed now the quotboringnessquot day has gotten to me,Tue Jun 16 19:40:46 PDT 2009,MissFey,0,NO_QUERY,0.6944206
if there is wi fi signal at coles ill be able to twitter from work,Mon Apr 20 04:23:57 PDT 2009,dazuleh,2,NO_QUERY,0.6336787
cleaning out foreclosed houses tomorrowgetting paid to sort junk and keep what i want i dare you to try and find a better job,Sun May 31 23:53:30 PDT 2009,photographyae,2,NO_QUERY,0.69066244
fyi guys spoilers are fun and i love them but i honestly dont trust them until i see it on the screen,Mon Jun 01 18:46:41 PDT 2009,GH_Unleashed,2,NO_QUERY,0.61591315
just woke up from a hour nap i think its time to really go to sleep holocaust museum in the morn,Sun May 17 00:05:21 PDT 2009,keeeee_sha,2,NO_QUERY,0.64902794
mandatory bbq today due to nice weather,Sun May 31 00:57:24 PDT 2009,richo1973,2,NO_QUERY,0.6985154
lol im working now anyways,Sun Jun 21 08:44:26 PDT 2009,ksh6379,0,NO_QUERY,0.63195616
the disk is scratched i love my transformers disk who scratched it lol,Mon Jun 01 22:54:15 PDT 2009,JLOYO,0,NO_QUERY,0.6352556
working add oil,Tue Jun 02 22:25:12 PDT 2009,JeffreyNam,2,NO_QUERY,0.6487193
enjoying a splitting headache while weaning off coffeecaffeine down to one or two cups of green tea a day feel like tetsuo somehow,Mon May 18 03:15:40 PDT 2009,dmclean635,2,NO_QUERY,0.61652875
chillin wassup ma ayo in cali my day just started idk where u r but u have a gud day ya diggg,Mon May 04 07:35:16 PDT 2009,youngnatho,2,NO_QUERY,0.69433796
been there it sucks hope you feel better maybe if you kill some murlocs youll feel better,Thu May 14 04:30:16 PDT 2009,RacquelN,0,NO_QUERY,0.6504352
i think im obsessed with peter i dont think its that noticable though lol or maybe it is my mumdads going to carlisle on july d,Mon Jun 15 07:16:50 PDT 2009,niccccolle,0,NO_QUERY,0.69524366
nooooo im having julez withdrawals but thats fair im otw to mw on myscooter wooot woooot lmao,Wed Jun 17 17:00:55 PDT 2009,IBtres,0,NO_QUERY,0.6285881
bedtime one day left in grove,Fri Jun 19 23:02:55 PDT 2009,moemathia,0,NO_QUERY,0.619451
thats why were best friends,Sun Jun 07 09:20:59 PDT 2009,Clizzzaire,2,NO_QUERY,0.6340077
just told the spouse goodby now off to work,Thu May 14 06:32:58 PDT 2009,kristin1990,0,NO_QUERY,0.63309836
im from vietnam,Fri May 22 02:26:48 PDT 2009,violetarchie,2,NO_QUERY,0.6119458
hey whats your email i dont feel the love either souljaboytellem live gt,Sun May 31 13:26:47 PDT 2009,disneygirl92,0,NO_QUERY,0.67158175
seems like more than one sometimes,Mon Apr 20 00:36:03 PDT 2009,willtompsett,0,NO_QUERY,0.6982959
time for bed again,Sun May 03 16:59:04 PDT 2009,IanMcGuigan,2,NO_QUERY,0.6857035
no it takes a few days for the ga board to give us license syou will discover in due time how inefficient the ga board is,Wed Jun 17 08:16:55 PDT 2009,DrGray10,0,NO_QUERY,0.67156863
week of my beach body work out with billy blanks i slacked off for days,Sat May 30 11:18:18 PDT 2009,l3abyl3o0,0,NO_QUERY,0.6417693
we already bbqd but thx the invite big d,Sun Jun 07 18:32:54 PDT 2009,Questita,2,NO_QUERY,0.60784125
nap time remember day off means day off even though ive gotten two phone calls and one email work related,Mon Jun 01 14:20:23 PDT 2009,Taraj,0,NO_QUERY,0.6173761
okaaaaaaaaaay sorry for my lack of tweets had a busy weekend anyways getting ready for school till,Sun May 17 22:42:45 PDT 2009,xxjzAnna,0,NO_QUERY,0.65488625
so rant all u wantit feels good to let it outbut keep moving forward amp look back every so often to c how far uve come,Sun Jun 07 06:21:12 PDT 2009,thedrumlife,2,NO_QUERY,0.66623497
monday again,Mon Jun 15 01:29:46 PDT 2009,Donbonw,0,NO_QUERY,0.6457989
my mommys today,Fri May 22 03:05:46 PDT 2009,Zionamethyst,2,NO_QUERY,0.6746279
ahh the kitty is following me againmy morning is complete,Wed Jun 03 01:58:23 PDT 2009,naomijlea,2,NO_QUERY,0.60633516
another high pollen count day today,Tue Jun 16 01:15:43 PDT 2009,MarcPaulina,0,NO_QUERY,0.6269585
oh have you ever blocked quotmy horny kittyquot i keep blocking them they dont go away,Wed Jun 03 04:49:37 PDT 2009,SallytheShizzle,0,NO_QUERY,0.6056864
should goto college again now lab timings feeling sleepy take care twitter,Mon Apr 20 00:35:31 PDT 2009,technotip,0,NO_QUERY,0.6837684
my fuel rail works and my injector calibration went well its an alcohol related afternoon fuel injector calibration with ethanol,Tue Jun 02 04:21:39 PDT 2009,ben_waters,2,NO_QUERY,0.61102176
a flurry of tweets and then it all goes quiet,Wed Jun 03 06:50:07 PDT 2009,korbz,0,NO_QUERY,0.68682355
that was an amazing game i have to miss saturday cuz of a wedding though i will be on as much as i can,Mon Jun 01 21:30:08 PDT 2009,JBHuskers,0,NO_QUERY,0.6095783
will probably start updating this thing more now that absolutely nothing is going on in my life facebook status updates per day lame,Tue Jun 16 23:26:40 PDT 2009,ilovelotr,0,NO_QUERY,0.62400806
if only i could fast forward a few years to when im already a special ed teacher,Fri May 29 16:22:38 PDT 2009,TheJessicaGrace,2,NO_QUERY,0.68399
i got on my maths exam hard to believe but thats an improvement,Tue Jun 16 00:06:30 PDT 2009,MadiisonRiot,2,NO_QUERY,0.6619575
do i detect a theme here,Sat Jun 06 10:47:31 PDT 2009,ddtannenbaum,2,NO_QUERY,0.6981675
i know why would people make fun of others,Mon Jun 01 10:37:33 PDT 2009,mlugia,0,NO_QUERY,0.64935994
full going to read and sleep and eat some more and just sleep some more then homework,Sun May 17 11:42:59 PDT 2009,shioribbery,0,NO_QUERY,0.6981064
adviser nila,Sat Jun 06 06:13:15 PDT 2009,jamz02,2,NO_QUERY,0.6840808
were just spending time with our families this summer we plan on going back west when we get sick of them,Mon Jun 15 16:41:13 PDT 2009,nataliesousa,2,NO_QUERY,0.6929923
hope it gets better soon,Sun Jun 14 14:33:19 PDT 2009,ayerad,0,NO_QUERY,0.6876237
not a clue im afraid im doubting that one exists given the prevalence of downloading things these days,Sat Jun 06 10:58:20 PDT 2009,chrimble,0,NO_QUERY,0.68860054
i want a smoothie ill settle the freddys location i guess,Sat May 30 10:14:26 PDT 2009,Crudsbigsis,0,NO_QUERY,0.6858003
gotta walk to the bus stop today gonna go if you only knew by savanah,Tue Apr 21 04:06:43 PDT 2009,cindyegomez,2,NO_QUERY,0.6952802
mine only in half a month time where r u now,Wed Jun 17 20:05:31 PDT 2009,stiucsib86,0,NO_QUERY,0.6971395
that sounds like what i call badges then no sorry but in primary school we had this cool pressing thing that did,Mon Jun 01 22:21:42 PDT 2009,calrion,2,NO_QUERY,0.6708616
sitting feet are in pain from concertbut it was worth it,Thu Jun 18 21:10:00 PDT 2009,carxcrashxheart,0,NO_QUERY,0.6413785
see just changed my picture,Mon Apr 20 07:20:06 PDT 2009,nikkisaarsteine,2,NO_QUERY,0.69155663
craving the smell of the vaccum trying to fill that craving with something else any ideas,Thu Jun 18 05:15:18 PDT 2009,PipianaD,0,NO_QUERY,0.68723124
last ballroom class of the semester was today and it was great cant believe john is at hotel right now grr i always find out too late,Sun Jun 14 23:28:15 PDT 2009,MiChiamoElle,0,NO_QUERY,0.65738094
dont you reply to your emails,Mon Jun 01 18:24:19 PDT 2009,ilanacharnelle,0,NO_QUERY,0.6854038
in the house chillin about to go sumwhere with my bff its boring,Tue Jun 16 11:03:25 PDT 2009,Littl3_y0,0,NO_QUERY,0.67465174
on way home to glorious leeds london was nice though gonna miss the hugz,Sun Apr 19 04:18:51 PDT 2009,lukebarker,0,NO_QUERY,0.65547645
im practicing guitar got a lesson this wednesday i need to find a uke teacher,Mon Jun 01 23:24:10 PDT 2009,Corgi658,0,NO_QUERY,0.6392851
for some reasn i didnt get your tweet today sent to my phonebummer but yeah i edited and am almost done for now,Tue Jun 16 10:15:29 PDT 2009,kenny912,0,NO_QUERY,0.6701958
that isnt ghetto thats called parenting,Sat May 30 04:17:57 PDT 2009,loveyou74,2,NO_QUERY,0.65005094
i hope you win the mr twitter universe to cheer you up its not looking likely though xx,Sun Jun 07 17:35:14 PDT 2009,McFly_Mad,0,NO_QUERY,0.65672874
im starting to get pretty jealous of frank iero i hav never asked me to marry u d,Tue Jun 02 21:36:56 PDT 2009,chemicalguy,0,NO_QUERY,0.6939094
day off grrrrr,Sun Jun 21 09:36:03 PDT 2009,MsCherrylicious,0,NO_QUERY,0.68497074
listening to its america by rodney atkins now its ending,Fri Jun 19 08:47:00 PDT 2009,elishamae94,0,NO_QUERY,0.6940429
mines still in stock waiting to be dispatched,Thu May 14 04:26:13 PDT 2009,Lillybef,0,NO_QUERY,0.697091
thank the stars ie is dead hopefully they pick webkit and join the crowd microsoft has a serious case of nih,Sun May 31 18:59:07 PDT 2009,Rocky1138,2,NO_QUERY,0.69485235
going to the drs at,Thu Jun 25 06:06:53 PDT 2009,ChrisLanktree,0,NO_QUERY,0.66764176
what thats shit you dont deserve to get trapped in such a situation,Sat May 30 08:30:09 PDT 2009,Harukio,0,NO_QUERY,0.60629445
just arrived at my dads work so fun when im here,Sun Jun 07 05:04:54 PDT 2009,music347,2,NO_QUERY,0.6933547
how come i never seen that,Sat May 30 21:23:58 PDT 2009,megzpoo,0,NO_QUERY,0.6508794
got itjames blunt,Sun May 31 01:23:41 PDT 2009,mudville100,2,NO_QUERY,0.60908324
i have a feeling youre probably not alone in ruining your feet from high heels,Mon Jun 01 04:59:32 PDT 2009,DrRus,0,NO_QUERY,0.6634762
you are making me jealous i know nothing about college yet,Thu Jun 18 21:11:58 PDT 2009,danifrancisco,0,NO_QUERY,0.6342336
well im used to cst but right now im on pst so it feels like there are extra hours in my day lol,Mon Jun 15 11:47:31 PDT 2009,trelaina,0,NO_QUERY,0.6494732
im a little tired dont know why maybe im coming down with something,Tue May 26 21:50:43 PDT 2009,faded_girl,0,NO_QUERY,0.6389507
im getting close maybe a couple more days and i will have it or several more inches but that will never happen,Sat Apr 18 21:54:42 PDT 2009,bobhorne,0,NO_QUERY,0.6275393
mk bedtime lt my christopher,Sat May 30 21:47:26 PDT 2009,loved_by_elyon,2,NO_QUERY,0.686805
smooches to ya too,Sat May 02 07:52:53 PDT 2009,DannyGirlAlways,2,NO_QUERY,0.60024935
going to get my laser eye treatment in a while no more glasses or contacts good times,Mon Jun 15 00:34:20 PDT 2009,BhavinK,2,NO_QUERY,0.6452638
today i skip the gym and now my belly are bubly,Sun Jun 07 03:40:39 PDT 2009,edwin_surijah,0,NO_QUERY,0.6677355
i would if only i could,Tue Jun 02 23:46:59 PDT 2009,kanika14,0,NO_QUERY,0.69658744
is back on twitterdoing uni work finish uni this week woop x,Mon May 18 05:21:17 PDT 2009,helzybelzy,2,NO_QUERY,0.6541109
your a player yeah its true i hate you so much i seriously do your in my headdd,Sat May 02 05:56:13 PDT 2009,dindahh,0,NO_QUERY,0.68032527
this background sucks but ill change it later i hav to study,Sun Jun 07 14:58:39 PDT 2009,LiloLover,0,NO_QUERY,0.6110114
youre my star childhood why dont you come to perform in israel,Sat May 30 00:05:59 PDT 2009,aviamos,0,NO_QUERY,0.6754546
storm was pretty big last night dont forget to tune in throughout your work day you know what to do,Tue Jun 02 05:20:13 PDT 2009,WXXC_Radio,2,NO_QUERY,0.676932
my season three oth rant why would peyton still have feelings for lucas if someone as amazing as jake loved her the way he did,Sun May 31 00:09:37 PDT 2009,jaleesaa,0,NO_QUERY,0.636035
no it didnt hurt when i done it but now it feels like i have had it redone again,Sat Jun 06 03:15:56 PDT 2009,ShanteC,0,NO_QUERY,0.6261668
yes im tweeting like a mofo i only did about or all day yesterday so catching up,Sun May 17 03:46:24 PDT 2009,jimmyaquino,2,NO_QUERY,0.62806314
just looked in the mirror been workin out amp dietting heavy lately loovvinn the results,Fri May 29 22:10:17 PDT 2009,kimmie_tweets,2,NO_QUERY,0.6897644
thanks man the guy is definitely paying for everything he wasnt a dick at all so i cant h but ill still regul,Sun May 10 21:02:04 PDT 2009,cjbxz,2,NO_QUERY,0.6591212
im sorry feel better if you ever need to talk dont hesitate huge hug,Thu Jun 18 08:58:31 PDT 2009,xpaintedheartsx,0,NO_QUERY,0.6246854
havent put on mascara or eyeliner in four daystheres no point,Sun May 31 09:19:23 PDT 2009,salinisalazini,0,NO_QUERY,0.6746412
aff tae bed gnight all,Sun Jun 07 16:09:00 PDT 2009,softthistle,2,NO_QUERY,0.69708526
if i were there i would be on that,Sat Jun 06 20:08:33 PDT 2009,ruthlessrocks,2,NO_QUERY,0.63609624
whats up with the new mbps having only sata and not sata ii for their hd,Tue Jun 16 21:09:27 PDT 2009,usher,0,NO_QUERY,0.60249
this is so not like any event youd expect apple to put on im not saying apple would do it better necessarily just different,Tue Jun 02 05:08:20 PDT 2009,mnystedt,2,NO_QUERY,0.6778436
if you dont need it why have it good to hear far too many people attached to their cars wish we had public transport here,Sat May 02 02:37:42 PDT 2009,smiffytech,0,NO_QUERY,0.6577771
finallytryingto download evernote on my bberry unfortunately needto use bberry app store which cantfind it when i search,Thu May 28 22:41:13 PDT 2009,BelleDessy,0,NO_QUERY,0.6706859
natthiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,Sat Jun 06 13:14:54 PDT 2009,Turur,2,NO_QUERY,0.6822723
well sorry we like to keep him around bc hes cute,Mon Jun 01 10:18:31 PDT 2009,critical_sass,2,NO_QUERY,0.6621121
almost finished only have to build up some more in my room xbox music,Mon Jun 01 01:28:27 PDT 2009,dzs_Gamefan,2,NO_QUERY,0.68547064
ok must do a few choresbe back later,Sun May 31 13:08:35 PDT 2009,Candy73,2,NO_QUERY,0.68464774
she has one that has these gorgeous golden eyesi want to hold one,Tue Jun 02 14:56:24 PDT 2009,DragonflyeDream,2,NO_QUERY,0.6159617
its almost amshould get some sleep now,Sat Jun 06 15:46:35 PDT 2009,ttuah,2,NO_QUERY,0.63122904
my friend rachel swears by beans shes pregnant a lot and eating beans keeps her from hurling,Fri Jun 05 17:29:31 PDT 2009,inaframe,2,NO_QUERY,0.6864426
i dont know they live their own life lol,Wed Jun 03 00:47:49 PDT 2009,UglyDani,2,NO_QUERY,0.69416714
if i could see straight id be there,Sun May 31 03:16:29 PDT 2009,rdy2freefall,2,NO_QUERY,0.60594106
i am the empitome of epic fail just you know more epic than fail,Sun May 10 02:43:02 PDT 2009,zuppalizzle,2,NO_QUERY,0.6902664
need to go to shop so i might just do that im meant to be doing some filming at so really need to shake the hangover asap,Tue Jun 16 05:06:08 PDT 2009,byronelliott,0,NO_QUERY,0.67032796
me too,Sat May 30 11:22:10 PDT 2009,buffywoo,0,NO_QUERY,0.69429684
forgot to announce on here that im engaged too many places to announce it now but my fianc is pretty rockin,Mon May 18 05:37:14 PDT 2009,EmEddleman,2,NO_QUERY,0.61474556
ah one more final,Mon Jun 15 15:09:43 PDT 2009,tooooorri,2,NO_QUERY,0.6895522
is going to high wycombe today to see colour live for quite possibly the very last time,Sun Jun 21 05:48:52 PDT 2009,starsie,0,NO_QUERY,0.6637255
about to play capture the flag and forgetting you,Sun May 31 18:14:30 PDT 2009,ohceecee,2,NO_QUERY,0.68191934
you lucky freaking i wanna be on a boat,Fri Jun 19 10:36:45 PDT 2009,infiniteavarice,0,NO_QUERY,0.6236585
cleaning,Fri May 29 09:09:19 PDT 2009,taylor_bsstt,0,NO_QUERY,0.65270734
yesyou know degrees take time and hardwork is involved your passing the tests,Sun May 31 14:35:06 PDT 2009,Bball4life,2,NO_QUERY,0.68844354
nicei think it rained for seconds down here today,Tue Jun 23 17:17:09 PDT 2009,michaelherald,0,NO_QUERY,0.67550886
it was just one of those nights that everyone was on the same quotfunquot train the dance floor was packed each song so good you couldnt sit,Sun Apr 19 07:59:34 PDT 2009,LindaSusanE,2,NO_QUERY,0.67883193
fk drop by topseoscom,Sun Jun 07 00:40:11 PDT 2009,webwoke,0,NO_QUERY,0.6865014
wat a coincidence jus went onto ur page and saw da comment lol im only dyin it brown lol nofin extreme jus to luk diff,Sun May 31 15:43:53 PDT 2009,PaulHeylin,2,NO_QUERY,0.67847985
that usb charger thing isnt the most eyecatching thing is it,Mon Jun 01 05:29:51 PDT 2009,plasmadog,2,NO_QUERY,0.6893324
love this tune and fuck study asot,Sun Apr 19 02:17:44 PDT 2009,SaBer011,2,NO_QUERY,0.6238824
fruitie dearhow u tweetweet on ur ei cannot letell me tell me le under installation in our phone is it thanks,Sat Apr 18 09:46:55 PDT 2009,lomobabes,2,NO_QUERY,0.6608638
i saw it today i saw your tweet as soon as i returned from the cinema it is good but many book details are skipped,Thu Jun 18 04:08:44 PDT 2009,crystalunicorn,0,NO_QUERY,0.69320625
hahah aw well at my school almost all seniors have perfect attendance cause thats the only way we can be exempt from exams,Sat Jun 06 14:12:53 PDT 2009,EmAllTimeLow,0,NO_QUERY,0.69350135
nicole is ur still on i want to go to short stack but if u and gab wanna go by urselvs thats completely fine,Fri May 22 02:47:30 PDT 2009,maddy_stargirl,2,NO_QUERY,0.6957669
oh you just wait for the first dmfail priceless,Fri May 01 21:25:44 PDT 2009,TidyCat,2,NO_QUERY,0.6754179
mmm scream trilogy i think so,Sun May 10 06:53:31 PDT 2009,JJAnistonFan,2,NO_QUERY,0.6154362
i dunno if your being racist or dumb,Sat Jun 06 11:21:11 PDT 2009,MightyMike419,0,NO_QUERY,0.6735712
ficou bom,Sun Jun 07 05:38:38 PDT 2009,colorful_dreams,2,NO_QUERY,0.6348684
i would never beat you up i love u too much will u have my babies can we get married where do u live hahha,Tue Jun 02 00:52:08 PDT 2009,rockchick2k,2,NO_QUERY,0.62650037
ahhh brokencydes cd comes out tommorrow,Mon Jun 15 12:10:56 PDT 2009,nikkieo,2,NO_QUERY,0.68500245
sorrystill a chance,Tue Jun 02 16:05:55 PDT 2009,PaulPoteet,0,NO_QUERY,0.67957145
u never got back to me about the internshipjob thing and you never said if you liked the banner i made ac,Thu Jun 18 00:54:19 PDT 2009,chlon2005,0,NO_QUERY,0.69041705
hahah ive been dying for one of those slushies for years but ive come to the conclusion that sonic is not a real place,Tue May 26 22:23:14 PDT 2009,Sloaneyyy,0,NO_QUERY,0.6794344
home from school out tonight probably not,Fri May 29 11:59:30 PDT 2009,brittanycormier,0,NO_QUERY,0.63269126
work but not complaining,Fri May 22 01:50:44 PDT 2009,romainfrancois,2,NO_QUERY,0.6907029
my long unflatironed hair is expandingit is getting bigger,Fri Jun 19 15:21:04 PDT 2009,Socallmelovely,0,NO_QUERY,0.6793877
just got home today was fun i ate too much haha,Sat Jun 06 23:09:32 PDT 2009,ShelbyCobraaa,2,NO_QUERY,0.6339035
going to watch da cricket today cnt wait,Sun Jun 07 02:00:10 PDT 2009,allaboutcricket,2,NO_QUERY,0.66034883
im working a double,Sat May 30 11:31:52 PDT 2009,trafficcones,0,NO_QUERY,0.6994175
home with the flu ahhh suxz well and tired will go to sleep in about an hour or so goodnites,Tue Apr 07 00:46:54 PDT 2009,Jizzel09,0,NO_QUERY,0.6922986
you guys must have done that friday when i wasnt there anything i should know for the final,Mon Jun 01 16:01:25 PDT 2009,JitteryBarista,2,NO_QUERY,0.678195
that is for you to know thats not my problem i sleep now,Sun Apr 19 01:02:34 PDT 2009,kremlinologist,2,NO_QUERY,0.6291267
yasmina has the nicer box gt amp you havent got around to commenting on the choc package yet either,Sun Jun 07 13:25:34 PDT 2009,rachaelblogs,2,NO_QUERY,0.63542527
lolz i duno what im gona call it tho,Sun May 31 13:36:55 PDT 2009,iyaitssuzanne,2,NO_QUERY,0.6886189
it is amazing i just dont have too many friends who like him haha,Mon Jun 01 16:44:25 PDT 2009,JimmyLang,0,NO_QUERY,0.68512547
tbh i dnt know xd could be moro could be nxt month haha when eva it is im gunna be waiting,Sat May 30 04:17:52 PDT 2009,Abii_BWS_PMG,2,NO_QUERY,0.69533426
ebay will be my downfall,Mon Jun 15 18:26:05 PDT 2009,thenbobbiesaid,0,NO_QUERY,0.6082917
ohh nooo your bullying me again lmfaoo yes ii love everyone including ugly ppl lol,Sat Jun 20 21:10:48 PDT 2009,breeziibabyax3,0,NO_QUERY,0.68037444
pepsi all the way kim but i did like vanilla pepsi before they stopped making it,Sat Jun 20 23:05:06 PDT 2009,MatchGame67,0,NO_QUERY,0.6350647
saturday nite n home bored but yay footy monday hopefully shane woewodin is gunna b there,Sat Jun 06 06:23:09 PDT 2009,kindy_franklin,2,NO_QUERY,0.6385775
i got all excited coz is following me then i realized she follows a lot of people i want tickets for her concert though,Sat Apr 18 16:52:33 PDT 2009,ellebannana,0,NO_QUERY,0.6960983
ahhhhhhhhh how the fuck do u do fractions,Mon Jun 15 16:43:22 PDT 2009,Kate_Arnold,0,NO_QUERY,0.6623529
driving home again,Wed Jun 17 19:35:10 PDT 2009,haileyszpila,0,NO_QUERY,0.6735644
is going to bedwishing i was sober to see someone lol next time,Sat Jun 06 02:25:48 PDT 2009,jvegasrocks,2,NO_QUERY,0.6530844
im the muthafuckin dynamo of volition wait nevermind thats not me,Sat Jun 06 16:24:46 PDT 2009,aujyauj,0,NO_QUERY,0.6835785
you never tweet me,Sun Jun 07 20:58:12 PDT 2009,kandaka_long,0,NO_QUERY,0.6932136
im soooo bored just watching come dine with me the scots accent sounds daft on the telly,Sat Jun 20 08:14:19 PDT 2009,x__claireyy__x,0,NO_QUERY,0.63273585
i cant believe conner is about to graduate,Sun May 31 19:04:19 PDT 2009,abigailbrookee,0,NO_QUERY,0.6390525
boooo pasini x yeah bati goooo nicky,Sun May 31 04:33:05 PDT 2009,msinvisible,2,NO_QUERY,0.67647636
thank u the plan is go work amp it looks lk a late nite nonetheless im blessed c another year,Mon May 18 05:17:37 PDT 2009,alpha1736,2,NO_QUERY,0.6321658
happy birthday im sorry we couldnt spend time together today i love you xoxxoo,Sun May 03 21:46:36 PDT 2009,britto819,0,NO_QUERY,0.6195369
shitty seats for wolverine it was still okay though not too fond of prequels in the first place,Sat May 02 01:17:30 PDT 2009,alisagomi,0,NO_QUERY,0.68423975
mayor meltdown work day left and pretty sure i wont return need a break from everyone and everything wanna b happy againthats all,Mon May 04 05:23:09 PDT 2009,LilMissMadde,0,NO_QUERY,0.6431401
youuu look adorbs im lying down too,Mon Jun 15 14:18:59 PDT 2009,karamarzilli,0,NO_QUERY,0.6965817
hello towny received your dm i cant believe it that a gokester would hate danny,Fri Jun 05 23:57:14 PDT 2009,chelzmae,2,NO_QUERY,0.6916441
although i have another more locally focused blog post cooking up might leave that for a little though,Mon Jun 01 14:22:58 PDT 2009,DarrellGoodliff,2,NO_QUERY,0.6733389
bout o nappp my siister housee ii quess or whatever ii thiink shes bout o qet dress nd qo out smh iima be extraaaa boredd,Fri Jun 05 19:34:54 PDT 2009,BiiMa2QKuTe,0,NO_QUERY,0.6098463
well i will be back latter goin to go bead whil the little ones are still asleep,Sun Apr 19 03:53:56 PDT 2009,fantasybeader,2,NO_QUERY,0.6003877
going the hospital soon pretty sacred n dont know that to do with boo,Sat Jun 06 09:00:14 PDT 2009,krazymexigrl253,0,NO_QUERY,0.666908
im so tierd im looking forward to tomorrow ampcarlos hella took care of mesilly me it felt like sunday i took the best shower todaylt,Sun May 17 00:45:50 PDT 2009,ewwJalanis,2,NO_QUERY,0.653918
i tried that already steph,Mon Jun 15 18:43:54 PDT 2009,riverslu,2,NO_QUERY,0.69705176
